问题,回答,文本,相关三元组
在飞行前机务准备中，如何检查发动机的进气道工作？,无,无
当发动机转速小于慢车转速时，压差信号器膜片处于什么状态？,压差信号器膜盒接触点脱开 。,"{'title': '恒速传动系统', 'text': '对发电机的传动，经过游星减速器有两个传动来源，一个是由发动机高压压气机转子轴传动，另一个是由空气涡轮ППО传动\n    空气涡轮ППО的转速和发动机的转速成反比变化，发动机转速越高，ППО的转速反而越低，最终将发电机保持在额定转速上运转。\n    但在发动机开车和在慢车之前，是关闭的，节流风门位于关闭的位置，发电\n机的转速和发动机高压压气机成正比例的变化(发电机的转速在额定转速以下),当发动机达到慢车转速时，ППО被接通，有电压供给电磁活门MKT-372,这时节流风门打开。空气由高压压气机进入空气涡轮ППО, ППО转速增加，带动发电机到额定转速，由调节器保持发电机的额定转速，不随发动机的工作状态、负荷和飞行条件而改变。\n    当发电机转速偏离额定转速时，调节器的转速也改变，通过摇臂系统，操纵节流风门开大或关小，改变进入ППО的空气量，使ППО的转速变大或变小，从而使发电机的转速也随之改变，恢复到额定转速。\n    为了防止ППО在发动机低于慢车转速时或其它情况“提前”被接通，从而使ППО超过最大的允许转速，为此在ППО的构造中，设有压差信号器XCI-1.2,使发动机转速小于“慢车转速”的情况下，ППО接不通。也就是当发动机转速减少到小于慢车转速时，压差信号器膜盒接触点脱开，电路断开，使ППО关闭。\n    在游星减速器的输出轴上装有极限连轴器，当发电机卡滞或飞机电力系统工作不正常、发电机负荷过大时，为了预防其它传动机构损伤，极限连轴器折断，在ППО的齿轮减速箱内还有棘轮机构，防止在关闭空气涡轮时产生反转。\n技术参数如下：\nГТ60ПЧ6А额定转速                        6000r/min±60r/min\nГТ60ПЧ6А最大允许转速                    7050r/min±200r/min\n高压压气机转速范围(发电机保持恒速)        (5870～10860)r/min\n发动机在额定转速内交流频率                400Hz±4Hz\n空气涡轮ППО工作转速                     (4300～34600)r/min\n离心开关限制转速                          (46120±1030)r/min\n除慢车转速外，在发动机所有状态，\n由ППО驱动发电机的功率\n(COSФ=0.8～1)\n    长期使用     60kW\n    5min使用     ≤90kW\n    5s瞬间       ≤120kW\n      小转速和近地飞行    ≤50kW\n      小转速高空飞行      ≤80kW'}
"
发动机第一个50小时工作后需要进行哪些特定的定期维护？,无,无
检查尾喷口时，还需要同时检查哪个涡轮的叶片？,无,无
МФС-30油滤的清洗安装步骤是怎样的？,无,无
如果发现压气机第一级转子转动不平稳，可能涉及到哪些部件的检查？,无,无
再次飞行前检查（1.1.4）主要包含哪些内容？,无,无
ППО的全称或定义是什么？,空气涡轮（Air Turbine）。," {'title': '恒速传动系统', 'text': '恒速传动装置，是用来以恒定的转速带动交流发电机ГТ60ПЧ6А,不因发动机的转速、负荷和飞机的飞行条件而变更的传动装置。\n    在成套的恒速传动装置中，包括：游星减速器、带离心开关的ППО涡轮、恒速传动调节器РППО-30П、带应急关闭ППО的节流风门、压差信号器ДСД-1.2 (详见《Д-30КП-2А发动机技术说明书》附图中图4-96)。\n    带连轴器的游星减速器和ППО齿轮减速箱，安装在发动机后传动机匣上。\n    空气涡轮ППО、恒速传动调节器РППО-30KII和交流发电机ГТ60ПЧ6А,也固定在后传动机匣上。\n    节流风门组件，包括操纵风门、应急关闭ППО的节流风门、压力信号器等，固定在发动机机匣上。\n    恒速传动装置和下列安装在飞机上的附件一起工作：频率调节组合EPY-62SM、防护与调节组件БЗУ-376CП、电压调节组件БPH-208M7Б、变压器组件БTT-60П。\n    为了提高飞行性能，在ППО系统中，设置了应急关闭ППО装置，当发电机和O达到(超过)最大转速时，可应急停止向ППО的供气。\n    接通ППО,保持发电机的额定转速，此功能由空气涡轮实现，关闭ППО以后：恒速传动全套机构停转。\n    注意：为了避免振动对空气涡轮ППО的影响，在发动机工作期间，不要关闭恒速传动装置，但在定期工作时，为了测量发动机或飞机供电系统的参数，允许关闭ППО不超过20min。'}
"
发动机日常维护工作包含哪几个阶段的机务准备？,无,无
低压涡轮第IV级叶片属于日常维护的检查项目吗？,无,无
节流风门在发动机开车前处于什么位置？,节流风门在发动机开车前处于关闭位置 。," {'title': '恒速传动系统', 'text': '恒速传动装置，是用来以恒定的转速带动交流发电机ГТ60ПЧ6А,不因发动机的转速、负荷和飞机的飞行条件而变更的传动装置。\n    在成套的恒速传动装置中，包括：游星减速器、带离心开关的ППО涡轮、恒速传动调节器РППО-30П、带应急关闭ППО的节流风门、压差信号器ДСД-1.2 (详见《Д-30КП-2А发动机技术说明书》附图中图4-96)。\n    带连轴器的游星减速器和ППО齿轮减速箱，安装在发动机后传动机匣上。\n    空气涡轮ППО、恒速传动调节器РППО-30KII和交流发电机ГТ60ПЧ6А,也固定在后传动机匣上。\n    节流风门组件，包括操纵风门、应急关闭ППО的节流风门、压力信号器等，固定在发动机机匣上。\n    恒速传动装置和下列安装在飞机上的附件一起工作：频率调节组合EPY-62SM、防护与调节组件БЗУ-376CП、电压调节组件БPH-208M7Б、变压器组件БTT-60П。\n    为了提高飞行性能，在ППО系统中，设置了应急关闭ППО装置，当发电机和O达到(超过)最大转速时，可应急停止向ППО的供气。\n    接通ППО,保持发电机的额定转速，此功能由空气涡轮实现，关闭ППО以后：恒速传动全套机构停转。\n    注意：为了避免振动对空气涡轮ППО的影响，在发动机工作期间，不要关闭恒速传动装置，但在定期工作时，为了测量发动机或飞机供电系统的参数，允许关闭ППО不超过20min。'}
"
这是一个关于Д-30 КП-2型发动机的维护手册吗？,是的,所有的
信号器ЦВС-30属于哪个系统的检查范围？,信号器 ЦВС-30（全称为“带金属屑油滤—信号器的空气分离器”）属于 润滑与通风系统 的检查范围 。,"{'title': '润滑与通风系统', 'text': '润滑与通风系统，用来保证向发动机各磨擦表面不间断的供应滑油以减少摩擦力，同时将热量带走。通风系统还能使各发动机内腔滑油保持一定的剩余压力，以改善滑油\n泵的加压级和回油级的工作能力。\n    润滑与通风系统包含了下列主要附件：滑油箱、燃滑油散热器4845T、主\n滑油泵OMH-30、回油泵MHO-1、回油泵MHO-30K、带金属屑油滤—信号器的空气分离器ЦВС-30、油雾分离器ЦC-30K、滑油滤МФС-30和放油开关636700A。\n    润滑系统是一个封闭的系统，通过油箱自动的完成滑油的循环。在发动机工作时，滑油自油箱进入主滑油泵OMH-30的加压级，经单向活门，至油滤МФС-30。经过油滤后滑油分五路供油：\n    沿内部导管与处于进气导向器叶片内油路，滑油去润滑低压压气机转子的滚子轴承，并沿内部导管去润滑高低压涡轮轴的轴间轴承；\n    沿前传动机匣和分隔机匣的内部油路，滑油去润滑前传动机匣和中央传动机匣的\n齿轮与轴承，润滑低压压气机转子的球轴承，高压压气机转子的滚子轴承和锥齿轮的轴承；\n    沿内部导管滑油进入轴罩壳去润滑高压压气机转子的球轴承和高压涡轮转子的滚子轴承；\n    沿内部导管，滑油进入低压涡轮后支点，去润滑低压涡轮转子的滚子轴承；\n    沿内部导管，滑油去润滑后传动机匣的轴承与齿轮。'}
"
机务准备中“直接机务准备”的编号是多少？,无,无
